Name,DataType,Description,DataTypeID,Retentive,Force2,DisplayFormat,ArrayDimension1,ArrayDimension2,Publish,MarkAsUsed,MaxLength,InitialValue,DataSource,DataSourceClsid,IOAddress,IOAddressOffset,IOAddressAlias,Input_VTL,Output_VTL,extra_properties
FO_7S_TANK_LEVEL,DINT,FO #7-S Tank Volume ,,YES,,Decimal,0,0,False,NO,32,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00388,,,,,
FO_7S_TANK_MAX_INCH,INT,FO #7-S Tank Max Inch ,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00788,,,,,
FO_7S_TANK_MAX_VOL,DINT,FO #7-S Tank Max Vol,,YES,,Decimal,0,0,False,NO,32,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00888,,,,,
FO_7S_TANK_PERCENT,INT,FO #7-S Tank Percentage,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00488,,,,,
FO_7S_TANK_SCALE,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01688,,,,,
FO_7S_TANK_TABLE,WORD,Fuel Oil #7-S Tank Volume,,YES,,Decimal,100,0,False,NO,16,"0, 1, 8, 18, 34, 55, 78, 106, 138, 171, 208, 249, 293, 339, 387, 440, 495, 552, 609, 670, 734, 802, 872, 945, 1020, 1100, 1184, 1273, 1367, 1462, 1563, 1669, 1780, 1896, 2018, 2142, 2272, 2407, 25",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[00],WORD,Fuel Oil #7-S Tank Volume @ 0,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[01],WORD,Fuel Oil #7-S Tank Volume @ 1,,YES,,Decimal,0,0,False,NO,16,1,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[02],WORD,Fuel Oil #7-S Tank Volume @ 2,,YES,,Decimal,0,0,False,NO,16,8,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[03],WORD,Fuel Oil #7-S Tank Volume @ 3,,YES,,Decimal,0,0,False,NO,16,18,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[04],WORD,Fuel Oil #7-S Tank Volume @ 4,,YES,,Decimal,0,0,False,NO,16,34,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[05],WORD,Fuel Oil #7-S Tank Volume @ 5,,YES,,Decimal,0,0,False,NO,16,55,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[06],WORD,Fuel Oil #7-S Tank Volume @ 6,,YES,,Decimal,0,0,False,NO,16,78,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[07],WORD,Fuel Oil #7-S Tank Volume @ 7,,YES,,Decimal,0,0,False,NO,16,106,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[08],WORD,Fuel Oil #7-S Tank Volume @ 8,,YES,,Decimal,0,0,False,NO,16,138,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[09],WORD,Fuel Oil #7-S Tank Volume @ 9,,YES,,Decimal,0,0,False,NO,16,171,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[10],WORD,Fuel Oil #7-S Tank Volume @ 10,,YES,,Decimal,0,0,False,NO,16,208,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[11],WORD,Fuel Oil #7-S Tank Volume @ 11,,YES,,Decimal,0,0,False,NO,16,249,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[12],WORD,Fuel Oil #7-S Tank Volume @ 12,,YES,,Decimal,0,0,False,NO,16,293,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[13],WORD,Fuel Oil #7-S Tank Volume @ 13,,YES,,Decimal,0,0,False,NO,16,339,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[14],WORD,Fuel Oil #7-S Tank Volume @ 14,,YES,,Decimal,0,0,False,NO,16,387,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[15],WORD,Fuel Oil #7-S Tank Volume @ 15,,YES,,Decimal,0,0,False,NO,16,440,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[16],WORD,Fuel Oil #7-S Tank Volume @ 16,,YES,,Decimal,0,0,False,NO,16,495,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[17],WORD,Fuel Oil #7-S Tank Volume @ 17,,YES,,Decimal,0,0,False,NO,16,552,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[18],WORD,Fuel Oil #7-S Tank Volume @ 18,,YES,,Decimal,0,0,False,NO,16,609,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[19],WORD,Fuel Oil #7-S Tank Volume @ 19,,YES,,Decimal,0,0,False,NO,16,670,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[20],WORD,Fuel Oil #7-S Tank Volume @ 20,,YES,,Decimal,0,0,False,NO,16,734,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[21],WORD,Fuel Oil #7-S Tank Volume @ 21,,YES,,Decimal,0,0,False,NO,16,802,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[22],WORD,Fuel Oil #7-S Tank Volume @ 22,,YES,,Decimal,0,0,False,NO,16,872,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[23],WORD,Fuel Oil #7-S Tank Volume @ 23,,YES,,Decimal,0,0,False,NO,16,945,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[24],WORD,Fuel Oil #7-S Tank Volume @ 24,,YES,,Decimal,0,0,False,NO,16,1020,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[25],WORD,Fuel Oil #7-S Tank Volume @ 25,,YES,,Decimal,0,0,False,NO,16,1100,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[26],WORD,Fuel Oil #7-S Tank Volume @ 26,,YES,,Decimal,0,0,False,NO,16,1184,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[27],WORD,Fuel Oil #7-S Tank Volume @ 27,,YES,,Decimal,0,0,False,NO,16,1273,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[28],WORD,Fuel Oil #7-S Tank Volume @ 28,,YES,,Decimal,0,0,False,NO,16,1367,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[29],WORD,Fuel Oil #7-S Tank Volume @ 29,,YES,,Decimal,0,0,False,NO,16,1462,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[30],WORD,Fuel Oil #7-S Tank Volume @ 30,,YES,,Decimal,0,0,False,NO,16,1563,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[31],WORD,Fuel Oil #7-S Tank Volume @ 31,,YES,,Decimal,0,0,False,NO,16,1669,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[32],WORD,Fuel Oil #7-S Tank Volume @ 32,,YES,,Decimal,0,0,False,NO,16,1780,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[33],WORD,Fuel Oil #7-S Tank Volume @ 33,,YES,,Decimal,0,0,False,NO,16,1896,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[34],WORD,Fuel Oil #7-S Tank Volume @ 34,,YES,,Decimal,0,0,False,NO,16,2018,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[35],WORD,Fuel Oil #7-S Tank Volume @ 35,,YES,,Decimal,0,0,False,NO,16,2142,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[36],WORD,Fuel Oil #7-S Tank Volume @ 36,,YES,,Decimal,0,0,False,NO,16,2272,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[37],WORD,Fuel Oil #7-S Tank Volume @ 37,,YES,,Decimal,0,0,False,NO,16,2407,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[38],WORD,Fuel Oil #7-S Tank Volume @ 38,,YES,,Decimal,0,0,False,NO,16,2547,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[39],WORD,Fuel Oil #7-S Tank Volume @ 39,,YES,,Decimal,0,0,False,NO,16,2693,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[40],WORD,Fuel Oil #7-S Tank Volume @ 40,,YES,,Decimal,0,0,False,NO,16,2843,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[41],WORD,Fuel Oil #7-S Tank Volume @ 41,,YES,,Decimal,0,0,False,NO,16,2998,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[42],WORD,Fuel Oil #7-S Tank Volume @ 42,,YES,,Decimal,0,0,False,NO,16,3156,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[43],WORD,Fuel Oil #7-S Tank Volume @ 43,,YES,,Decimal,0,0,False,NO,16,3317,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[44],WORD,Fuel Oil #7-S Tank Volume @ 44,,YES,,Decimal,0,0,False,NO,16,3482,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[45],WORD,Fuel Oil #7-S Tank Volume @ 45,,YES,,Decimal,0,0,False,NO,16,3651,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[46],WORD,Fuel Oil #7-S Tank Volume @ 46,,YES,,Decimal,0,0,False,NO,16,3824,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[47],WORD,Fuel Oil #7-S Tank Volume @ 47,,YES,,Decimal,0,0,False,NO,16,3999,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[48],WORD,Fuel Oil #7-S Tank Volume @ 48,,YES,,Decimal,0,0,False,NO,16,4176,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[49],WORD,Fuel Oil #7-S Tank Volume @ 49,,YES,,Decimal,0,0,False,NO,16,4357,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[50],WORD,Fuel Oil #7-S Tank Volume @ 50,,YES,,Decimal,0,0,False,NO,16,4539,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[51],WORD,Fuel Oil #7-S Tank Volume @ 51,,YES,,Decimal,0,0,False,NO,16,4724,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[52],WORD,Fuel Oil #7-S Tank Volume @ 52,,YES,,Decimal,0,0,False,NO,16,4912,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[53],WORD,Fuel Oil #7-S Tank Volume @ 53,,YES,,Decimal,0,0,False,NO,16,5101,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[54],WORD,Fuel Oil #7-S Tank Volume @ 54,,YES,,Decimal,0,0,False,NO,16,5293,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[55],WORD,Fuel Oil #7-S Tank Volume @ 55,,YES,,Decimal,0,0,False,NO,16,5485,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[56],WORD,Fuel Oil #7-S Tank Volume @ 56,,YES,,Decimal,0,0,False,NO,16,5679,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[57],WORD,Fuel Oil #7-S Tank Volume @ 57,,YES,,Decimal,0,0,False,NO,16,5874,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[58],WORD,Fuel Oil #7-S Tank Volume @ 58,,YES,,Decimal,0,0,False,NO,16,6070,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[59],WORD,Fuel Oil #7-S Tank Volume @ 59,,YES,,Decimal,0,0,False,NO,16,6267,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[60],WORD,Fuel Oil #7-S Tank Volume @ 60,,YES,,Decimal,0,0,False,NO,16,6465,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[61],WORD,Fuel Oil #7-S Tank Volume @ 61,,YES,,Decimal,0,0,False,NO,16,6664,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[62],WORD,Fuel Oil #7-S Tank Volume @ 62,,YES,,Decimal,0,0,False,NO,16,6864,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[63],WORD,Fuel Oil #7-S Tank Volume @ 63,,YES,,Decimal,0,0,False,NO,16,7065,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[64],WORD,Fuel Oil #7-S Tank Volume @ 64,,YES,,Decimal,0,0,False,NO,16,7266,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[65],WORD,Fuel Oil #7-S Tank Volume @ 65,,YES,,Decimal,0,0,False,NO,16,7467,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[66],WORD,Fuel Oil #7-S Tank Volume @ 66,,YES,,Decimal,0,0,False,NO,16,7669,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[67],WORD,Fuel Oil #7-S Tank Volume @ 67,,YES,,Decimal,0,0,False,NO,16,7871,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[68],WORD,Fuel Oil #7-S Tank Volume @ 68,,YES,,Decimal,0,0,False,NO,16,8073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[69],WORD,Fuel Oil #7-S Tank Volume @ 69,,YES,,Decimal,0,0,False,NO,16,8276,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[70],WORD,Fuel Oil #7-S Tank Volume @ 70,,YES,,Decimal,0,0,False,NO,16,8478,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[71],WORD,Fuel Oil #7-S Tank Volume @ 71,,YES,,Decimal,0,0,False,NO,16,8681,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[72],WORD,Fuel Oil #7-S Tank Volume @ 72,,YES,,Decimal,0,0,False,NO,16,8885,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[73],WORD,Fuel Oil #7-S Tank Volume @ 73,,YES,,Decimal,0,0,False,NO,16,9088,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[74],WORD,Fuel Oil #7-S Tank Volume @ 74,,YES,,Decimal,0,0,False,NO,16,9292,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[75],WORD,Fuel Oil #7-S Tank Volume @ 75,,YES,,Decimal,0,0,False,NO,16,9496,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[76],WORD,Fuel Oil #7-S Tank Volume @ 76,,YES,,Decimal,0,0,False,NO,16,9652,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[77],WORD,Fuel Oil #7-S Tank Volume @ 77,,YES,,Decimal,0,0,False,NO,16,9797,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[78],WORD,Fuel Oil #7-S Tank Volume @ 78,,YES,,Decimal,0,0,False,NO,16,9942,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[79],WORD,Fuel Oil #7-S Tank Volume @ 79,,YES,,Decimal,0,0,False,NO,16,10087,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[80],WORD,Fuel Oil #7-S Tank Volume @ 80,,YES,,Decimal,0,0,False,NO,16,10232,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[81],WORD,Fuel Oil #7-S Tank Volume @ 81,,YES,,Decimal,0,0,False,NO,16,10378,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[82],WORD,Fuel Oil #7-S Tank Volume @ 82,,YES,,Decimal,0,0,False,NO,16,10523,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[83],WORD,Fuel Oil #7-S Tank Volume @ 83,,YES,,Decimal,0,0,False,NO,16,10668,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[84],WORD,Fuel Oil #7-S Tank Volume @ 84,,YES,,Decimal,0,0,False,NO,16,10813,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[85],WORD,Fuel Oil #7-S Tank Volume @ 85,,YES,,Decimal,0,0,False,NO,16,10958,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[86],WORD,Fuel Oil #7-S Tank Volume @ 86,,YES,,Decimal,0,0,False,NO,16,11103,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[87],WORD,Fuel Oil #7-S Tank Volume @ 87,,YES,,Decimal,0,0,False,NO,16,11247,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[88],WORD,Fuel Oil #7-S Tank Volume @ 88,,YES,,Decimal,0,0,False,NO,16,11392,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[89],WORD,Fuel Oil #7-S Tank Volume @ 89,,YES,,Decimal,0,0,False,NO,16,11537,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[90],WORD,Fuel Oil #7-S Tank Volume @ 90,,YES,,Decimal,0,0,False,NO,16,11681,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[91],WORD,Fuel Oil #7-S Tank Volume @ 91,,YES,,Decimal,0,0,False,NO,16,11826,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[92],WORD,Fuel Oil #7-S Tank Volume @ 92,,YES,,Decimal,0,0,False,NO,16,11970,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[93],WORD,Fuel Oil #7-S Tank Volume @ 93,,YES,,Decimal,0,0,False,NO,16,12073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[94],WORD,Fuel Oil #7-S Tank Volume @ 94,,YES,,Decimal,0,0,False,NO,16,12073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[95],WORD,Fuel Oil #7-S Tank Volume @ 95,,YES,,Decimal,0,0,False,NO,16,12073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[96],WORD,Fuel Oil #7-S Tank Volume @ 96,,YES,,Decimal,0,0,False,NO,16,12073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[97],WORD,Fuel Oil #7-S Tank Volume @ 97,,YES,,Decimal,0,0,False,NO,16,12073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[98],WORD,Fuel Oil #7-S Tank Volume @ 98,,YES,,Decimal,0,0,False,NO,16,12073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_7S_TANK_TABLE[99],WORD,Fuel Oil #7-S Tank Volume @ 99,,YES,,Decimal,0,0,False,NO,16,12073,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_DAYP_OFFSET,INT,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00010,,,,,
FO_DAYP_TANK_AI_TEMP,INT,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01818,,,,,
FO_DAYP_TANK_AMP_ZERO,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01218,,,,,
FO_DAYP_TANK_CURRENT,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01418,,,,,
FO_DAYP_TANK_GRAVITY,REAL,FO Day-P Tank Gravity,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00518,,,,,
FO_DAYP_TANK_INCH,INT,FO Day-P Tank Inches,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00618,,,,,
FO_DAYP_TANK_INCHES,INT,FO Day Tank-P Tank Level,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%AI0003,,,,,
FO_DAYP_TANK_LEVEL,DINT,FO Day-P Tank Volume ,,YES,,Decimal,0,0,False,NO,32,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00318,,,,,
FO_DAYP_TANK_MAX_INCH,INT,FO Day-P Tank Max Inch ,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00718,,,,,
FO_DAYP_TANK_MAX_VOL,DINT,FO Day-P Tank Max Vol ,,YES,,Decimal,0,0,False,NO,32,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00818,,,,,
FO_DAYP_TANK_PERCENT,INT,FO Day-P Tank Percentage,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00418,,,,,
FO_DAYP_TANK_SCALE,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01618,,,,,
FO_DAYP_TANK_TABLE,WORD,Fuel Oil Day-P Tank Volume,,YES,,Decimal,250,0,False,NO,16,"0, 45, 90, 136, 181, 227, 272, 318, 363, 409, 454, 500, 546, 592, 637, 683, 729, 775, 821, 867, 913, 959, 1005, 1051, 1097, 1143, 1190, 1236, 1282, 1328, 1375, 1421, 1468, 1514, 1560, 1607, 1653, ",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
FO_DAYP_TANK_TABLE[000],WORD,Fuel Oil Day-P Tank Volume @ 0,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
